City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Istanbul,TR,2022-03-22 16:24:14,41.0351,28.9833,44.02,65,20,18.41
296,Acaponeta,MX,2022-03-22 16:27:26,22.4964,-105.3594,80.64,15,81,1.52
297,Sonoita,MX,2022-03-22 16:27:27,31.85,-112.8333,65.98,15,1,5.59
298,Independence,US,2022-03-22 16:26:55,39.0911,-94.4155,57.31,88,100,10.36
299,Mandla,IN,2022-03-22 16:27:28,22.6,80.3833,81.93,14,6,2.95
300,Shihezi,CN,2022-03-22 16:27:29,44.3,86.0333,42.67,63,98,5.48
301,Gravenhurst,CA,2022-03-22 16:27:29,44.9168,-79.3663,41.56,32,0,3.44
302,Moerai,PF,2022-03-22 16:27:30,-22.4333,-151.3333,80.26,76,100,10.33
303,Lasa,IT,2022-03-22 16:27:30,46.6166,10.7002,53.37,67,2,3.67
304,Charters Towers,AU,2022-03-22 16:27:31,-20.1,146.2667,68.27,87,16,7.27
305,Akureyri,IS,2022-03-22 16:22:55,65.6835,-18.0878,33.73,93,75,8.05
306,Tevaitoa,PF,2022-03-22 16:27:32,-16.7833,-151.5,81.3,73,57,12.8
307,Vila Velha,BR,2022-03-22 16:26:17,-20.3297,-40.2925,76.95,73,75,12.66
308,Kyzyl-Suu,KG,2022-03-22 16:27:32,42.3414,78.0056,39.02,63,98,6.38
309,Kozulka,UA,2022-03-22 16:27:33,50.0351,23.797,52.11,51,0,4.79
310,Giaginskaya,RU,2022-03-22 16:27:33,44.8621,40.0719,39.07,48,26,19.66
311,Sechura,PE,2022-03-22 16:27:34,-5.5569,-80.8222,80.49,59,85,8.52
312,Mao,ES,2022-03-22 16:27:35,39.8885,4.2658,55.96,58,75,20.71
313,Luoyang,CN,2022-03-22 16:27:35,34.6836,112.4536,43.68,78,16,4.07
314,Bambous Virieux,MU,2022-03-22 16:27:36,-20.3428,57.7575,82.22,94,40,3.44
315,Chepareria,KE,2022-03-22 16:27:37,1.3077,35.2039,74.57,36,88,8.43
316,Buala,SB,2022-03-22 16:27:37,-8.145,159.5921,80.24,79,100,4.21
317,Sinjar,IQ,2022-03-22 16:27:38,36.3209,41.8754,52.68,43,90,8.61
318,Omboue,GA,2022-03-22 16:27:38,-1.5746,9.2618,82.58,76,99,10.78
319,Itoman,JP,2022-03-22 16:27:39,26.1247,127.6694,66.22,92,100,10.36
320,Dingle,PH,2022-03-22 16:27:40,10.9995,122.6711,77.77,87,57,5.75
321,Port Macquarie,AU,2022-03-22 16:27:40,-31.4333,152.9167,60.89,89,71,8.3
322,Southbury,US,2022-03-22 16:28:41,41.4815,-73.2132,51.44,24,0,17.27
323,Broken Hill,AU,2022-03-22 16:25:04,-31.95,141.4333,67.37,65,100,16.2
324,Huangnihe,CN,2022-03-22 16:28:41,43.5583,128.0239,24.28,77,99,4.09
325,Asau,RO,2022-03-22 16:28:42,46.4333,26.4,56.32,51,0,12.68
326,Totness,SR,2022-03-22 16:28:42,5.8833,-56.3167,82.81,67,90,7.9
327,Itarema,BR,2022-03-22 16:28:43,-2.9248,-39.9167,84.02,72,88,11.81
328,El Alto,PE,2022-03-22 16:28:44,-4.2714,-81.2147,80.26,61,82,12.15
329,Ostrovnoy,RU,2022-03-22 16:28:44,68.0531,39.5131,33.19,76,100,26.24
330,San Quintin,MX,2022-03-22 16:28:44,30.4833,-115.95,63.0,63,6,1.63
331,Nuuk,GL,2022-03-22 16:28:45,64.1835,-51.7216,14.61,85,75,11.5
332,Roma,US,2022-03-22 16:28:45,43.2128,-75.4557,43.38,32,0,13.8
333,Omis,HR,2022-03-22 16:28:46,43.4447,16.6886,60.73,45,0,2.51
334,Agapovka,RU,2022-03-22 16:28:47,53.2973,59.1348,27.61,86,20,9.91
335,Piacabucu,BR,2022-03-22 16:28:47,-10.4056,-36.4344,85.41,63,60,10.38
336,Brae,GB,2022-03-22 16:28:48,60.3964,-1.353,47.19,76,49,13.76
337,Qaqortoq,GL,2022-03-22 16:28:48,60.7167,-46.0333,24.57,43,67,2.06
338,Tura,IN,2022-03-22 16:28:49,25.5198,90.2201,77.58,35,17,3.76
339,Aklavik,CA,2022-03-22 16:28:49,68.2191,-135.0107,-9.4,77,100,4.61
340,Nabire,ID,2022-03-22 16:28:50,-3.3667,135.4833,76.1,92,100,3.89
341,Alabaster,US,2022-03-22 16:24:32,33.2443,-86.8164,71.44,66,100,14.97
342,Westport,US,2022-03-22 16:26:14,41.1415,-73.3579,53.37,23,0,16.11
343,Abu Samrah,SY,2022-03-22 16:28:50,35.3029,37.1841,48.27,49,78,2.37
344,Katsuura,JP,2022-03-22 16:28:51,35.1333,140.3,42.73,74,43,23.26
345,Sekoma,BW,2022-03-22 16:28:51,-24.4,23.8833,81.73,31,15,6.4
346,Mocuba,MZ,2022-03-22 16:28:52,-16.8392,36.9856,72.25,95,61,3.83
347,Kalmunai,LK,2022-03-22 16:28:52,7.4167,81.8167,79.86,86,24,6.13
348,Talcahuano,CL,2022-03-22 16:26:03,-36.7167,-73.1167,64.08,59,0,10.36
349,Salym,RU,2022-03-22 16:28:53,60.0625,71.4789,15.06,96,100,5.66
350,Touros,BR,2022-03-22 16:28:53,-5.1989,-35.4608,86.59,63,50,11.21
351,Nelson Bay,AU,2022-03-22 16:28:54,-32.7167,152.15,69.1,87,96,9.57
352,Shar,KZ,2022-03-22 16:28:54,49.5886,81.0453,29.5,81,100,20.11
353,Tandil,AR,2022-03-22 16:28:54,-37.3217,-59.1332,75.29,48,11,8.57
354,Port-Gentil,GA,2022-03-22 16:28:29,-0.7193,8.7815,84.16,74,20,11.5
355,Nome,US,2022-03-22 16:28:55,64.5011,-165.4064,-2.13,71,0,3.44
356,Nagato,JP,2022-03-22 16:28:55,34.3833,131.2,44.2,73,100,11.63
357,Alto Araguaia,BR,2022-03-22 16:28:56,-17.3147,-53.2153,82.65,60,24,10.63
358,Bangassou,CF,2022-03-22 16:28:56,4.7413,22.8184,93.07,28,88,3.24
359,Muleba,TZ,2022-03-22 16:28:57,-1.8397,31.6544,71.37,75,15,6.71
360,Aja,EG,2022-03-22 16:28:57,30.9415,31.2915,51.26,68,98,7.27
361,Yuanping,CN,2022-03-22 16:28:57,38.7153,112.7575,38.53,90,72,1.3
362,Kruisfontein,ZA,2022-03-22 16:25:01,-34.0033,24.7314,72.88,80,0,11.14
363,Garissa,KE,2022-03-22 16:28:58,-0.4536,39.6401,94.35,28,0,6.71
364,Brownsville,US,2022-03-22 16:28:58,25.9018,-97.4975,82.38,26,0,20.71
365,Huilong,CN,2022-03-22 16:28:59,31.8111,121.655,46.92,87,100,6.89
366,Mastic Beach,US,2022-03-22 16:28:59,40.7668,-72.8521,53.58,28,0,18.41
367,Excelsior Springs,US,2022-03-22 16:29:00,39.3392,-94.2261,55.71,94,100,10.13
368,Mudkhed,IN,2022-03-22 16:29:00,19.1667,77.5167,90.59,14,84,6.98
369,Arman,RU,2022-03-22 16:29:01,59.7,150.1667,14.02,95,100,4.12
370,Tanggu,CN,2022-03-22 16:30:01,39.0211,117.6469,39.16,54,97,7.09
371,Azul,AR,2022-03-22 16:30:02,-36.777,-59.8585,73.35,42,5,6.38
372,Pokhara,NP,2022-03-22 16:30:02,28.2333,83.9833,70.93,27,11,7.58
373,Chipinge,ZW,2022-03-22 16:30:03,-20.1883,32.6236,61.68,81,27,3.8
374,Kuandian,CN,2022-03-22 16:30:03,40.7286,124.7847,34.7,55,100,3.09
375,Berlevag,NO,2022-03-22 16:30:04,70.8578,29.0864,31.95,93,75,19.57
376,Marsa Matruh,EG,2022-03-22 16:30:05,31.3525,27.2453,53.55,55,28,21.9
377,Maddur,IN,2022-03-22 16:30:05,12.6,77.0667,79.48,53,100,5.79
378,Valle Hermoso,MX,2022-03-22 16:30:05,25.6667,-97.8333,82.29,16,0,20.2
379,Kuragino,RU,2022-03-22 16:30:06,53.8975,92.6725,23.5,94,100,3.0
380,Halifax,CA,2022-03-22 16:29:52,44.6453,-63.5724,37.22,52,75,21.85
381,Portland,US,2022-03-22 16:25:13,45.5234,-122.6762,55.29,94,100,5.75
382,Puebla,MX,2022-03-22 16:27:34,18.8333,-98.0,69.84,35,49,6.4
383,Shenjiamen,CN,2022-03-22 16:30:07,29.9576,122.298,47.28,80,100,15.28
384,Hinton,CA,2022-03-22 16:30:07,53.4001,-117.5857,39.02,74,99,7.23
385,Saint-Francois,FR,2022-03-22 16:30:08,46.4154,3.9054,62.04,28,0,11.5
386,Canmore,CA,2022-03-22 16:30:08,51.0834,-115.3521,42.91,55,95,8.05
387,Askiz,RU,2022-03-22 16:30:09,53.1319,90.5264,29.82,66,100,10.27
388,Severnyy,RU,2022-03-22 16:30:10,50.677,36.5532,42.84,45,0,2.24
389,Bardiyah,LY,2022-03-22 16:30:10,31.7561,25.0865,52.2,52,34,24.52
390,Pedernales,DO,2022-03-22 16:30:11,18.0384,-71.744,87.04,38,46,7.9
391,Dovers,VC,2022-03-22 16:30:11,12.8833,-61.1833,83.79,73,1,15.95
392,Verkhovazhye,RU,2022-03-22 16:30:12,60.7472,42.0465,34.63,91,100,5.28
393,Sidi Ali,DZ,2022-03-22 16:30:12,36.0998,0.4206,59.05,77,100,8.48
394,Najran,SA,2022-03-22 16:25:43,17.4924,44.1277,86.65,24,8,15.26
395,Grindavik,IS,2022-03-22 16:29:12,63.8424,-22.4338,45.07,93,100,9.22
396,Oshawa,CA,2022-03-22 16:28:21,43.9001,-78.8496,44.89,26,0,6.91
397,Copiapo,CL,2022-03-22 16:28:03,-27.3667,-70.3333,65.89,37,0,7.05
398,Petro-Slavyanka,RU,2022-03-22 16:30:13,59.8022,30.5069,42.87,42,0,15.66
399,Preobrazheniye,RU,2022-03-22 16:30:14,42.9019,133.9064,29.44,74,20,8.14
400,Yulara,AU,2022-03-22 16:30:14,-25.2406,130.9889,87.64,22,74,17.27
401,Leshukonskoye,RU,2022-03-22 16:30:15,64.8989,45.7622,30.06,75,46,12.19
402,Shache,CN,2022-03-22 16:30:15,38.4167,77.2406,56.37,31,61,7.43
403,Ust-Nera,RU,2022-03-22 16:30:16,64.5667,143.2,0.23,98,100,4.61
404,Arraial Do Cabo,BR,2022-03-22 16:30:17,-22.9661,-42.0278,82.36,57,40,18.41
405,Pemba,MZ,2022-03-22 16:30:17,-12.974,40.5178,83.1,78,40,9.22
406,Tigil,RU,2022-03-22 16:28:43,57.8,158.6667,12.65,90,100,5.26
407,Bethel,US,2022-03-22 16:30:18,41.3712,-73.414,52.03,28,0,11.5
408,Kanchanaburi,TH,2022-03-22 16:30:18,14.6333,99.1,76.84,87,77,3.02
409,Dunda,TZ,2022-03-22 16:30:19,-8.1167,34.25,66.61,92,72,1.97
410,Burnie,AU,2022-03-22 16:30:19,-41.0667,145.9167,51.93,69,55,13.04
411,Kinablangan,PH,2022-03-22 16:30:20,7.6947,126.5503,78.12,82,100,3.62
412,Pasni,PK,2022-03-22 16:30:20,25.2631,63.471,76.21,73,0,18.25
413,Yara,CU,2022-03-22 16:30:21,20.2753,-76.9533,92.52,25,0,2.19
414,Trat,TH,2022-03-22 16:30:22,12.5,102.5,82.9,91,78,0.94
415,Zhovtneve,UA,2022-03-22 16:30:22,50.6637,24.2492,49.96,52,0,4.09
416,Puhja,EE,2022-03-22 16:31:23,58.3419,26.3147,48.24,89,0,4.25
417,Saldanha,ZA,2022-03-22 16:31:23,-33.0117,17.9442,84.25,78,35,14.47
418,Gwanda,ZW,2022-03-22 16:31:24,-20.9333,29.0,68.81,53,13,10.33
419,Puerto Escondido,MX,2022-03-22 16:31:24,15.85,-97.0667,85.03,79,0,4.61
420,Wattegama,LK,2022-03-22 16:31:25,6.7989,81.4808,75.78,91,57,2.84
421,Uruzgan,AF,2022-03-22 16:31:25,32.8333,66.0,61.72,25,87,1.52
422,Atasu,KZ,2022-03-22 16:31:26,48.6814,71.6433,14.83,96,93,9.44
423,Yar-Sale,RU,2022-03-22 16:31:27,66.8333,70.8333,16.16,94,100,14.85
424,Baykit,RU,2022-03-22 16:26:35,61.67,96.37,16.14,98,100,1.86
425,Samarai,PG,2022-03-22 16:31:27,-10.6167,150.6667,81.68,80,88,6.55
426,Fort Wellington,GY,2022-03-22 16:31:28,6.4,-57.6,83.5,61,56,7.87
427,Wajir,KE,2022-03-22 16:31:28,1.7471,40.0573,94.96,31,20,0.0
428,El Jicaro,GT,2022-03-22 16:31:28,14.9167,-89.9,85.53,33,41,2.71
429,Tecoanapa,MX,2022-03-22 16:31:29,16.5167,-98.75,83.98,45,6,8.59
430,Beihai,CN,2022-03-22 16:31:29,21.4833,109.1,70.86,72,69,20.42
431,Marzuq,YE,2022-03-22 16:31:30,14.4,46.4667,73.76,45,13,7.09
432,Guerrero Negro,MX,2022-03-22 16:31:30,27.9769,-114.0611,66.07,58,0,11.3
433,Assis,BR,2022-03-22 16:31:31,-22.6617,-50.4122,79.68,57,9,11.3
434,Linhares,BR,2022-03-22 16:31:09,-19.3911,-40.0722,70.03,97,99,8.59
435,Eydhafushi,MV,2022-03-22 16:31:31,5.1033,73.0708,82.58,69,9,12.41
436,Darhan,MN,2022-03-22 16:31:32,49.4867,105.9228,22.51,70,93,1.03
437,Santa Rosa,PH,2022-03-22 16:28:03,14.3122,121.1114,84.18,78,19,7.02
438,Pisco,PE,2022-03-22 16:30:32,-13.7,-76.2167,73.45,68,0,9.22
439,Yamada,JP,2022-03-22 16:31:33,39.4667,141.95,30.13,75,6,4.72
440,Guilin,CN,2022-03-22 16:31:33,25.2819,110.2864,48.31,91,100,5.99
441,Bagdarin,RU,2022-03-22 16:31:34,54.4333,113.6,3.87,95,74,4.03
442,Iquitos,PE,2022-03-22 16:31:34,-3.7481,-73.2472,82.44,78,75,6.91
443,Sangar,RU,2022-03-22 16:31:34,63.9242,127.4739,-17.07,94,9,2.3
444,Coahuayana,MX,2022-03-22 16:31:35,18.7333,-103.6833,87.37,31,71,6.22
445,Ghanzi,BW,2022-03-22 16:31:36,-21.5667,21.7833,74.68,37,4,8.19
446,Templin,DE,2022-03-22 16:31:36,53.1186,13.5022,62.15,42,0,3.22
447,Bilgoraj,PL,2022-03-22 16:31:37,50.5411,22.722,49.77,55,0,5.23
448,Abashiri,JP,2022-03-22 16:31:37,44.0213,144.2697,27.95,91,11,7.25
449,Chudniv,UA,2022-03-22 16:31:38,50.052,28.1175,46.96,54,0,4.76
450,La Ronge,CA,2022-03-22 16:30:29,55.1001,-105.2842,30.45,64,0,12.66
451,Thunder Bay,CA,2022-03-22 16:28:03,48.4001,-89.3168,32.29,93,100,16.11
452,Los Palacios,CU,2022-03-22 16:31:38,22.5872,-83.2486,85.57,50,32,15.93
453,Haines Junction,CA,2022-03-22 16:31:39,60.7522,-137.5108,13.95,85,100,9.22
454,Nemuro,JP,2022-03-22 16:31:39,43.3236,145.575,26.96,92,12,2.77
455,Poya,NC,2022-03-22 16:31:39,-21.35,165.15,75.67,84,100,6.15
456,Ahuimanu,US,2022-03-22 16:31:40,21.4447,-157.8378,73.11,86,40,5.75
457,Kavieng,PG,2022-03-22 16:31:40,-2.5744,150.7967,80.85,79,100,8.05
458,Caravelas,BR,2022-03-22 16:31:41,-17.7125,-39.2481,78.6,86,26,8.63
459,Tuatapere,NZ,2022-03-22 16:31:41,-46.1333,167.6833,55.18,87,3,2.42
460,Turukhansk,RU,2022-03-22 16:31:41,65.8167,87.9833,-6.14,100,59,5.19
461,Buy,RU,2022-03-22 16:32:42,58.4786,41.53,31.05,99,79,4.97
462,Palu,ID,2022-03-22 16:32:42,-0.8917,119.8707,75.07,96,100,1.52
463,Luang Prabang,LA,2022-03-22 16:32:43,19.8856,102.1347,77.16,81,75,2.06
464,Watertown,US,2022-03-22 16:30:50,42.3709,-71.1828,50.38,23,0,13.8
465,Camacha,PT,2022-03-22 16:32:43,33.0833,-16.3333,62.02,63,20,17.27
466,Svetlogorsk,BY,2022-03-22 16:32:44,52.6333,29.7333,47.39,57,0,3.76
467,North Bend,US,2022-03-22 16:32:44,43.4065,-124.2243,56.16,100,100,0.0
468,Ormara,PK,2022-03-22 16:32:44,25.2088,64.6357,76.62,75,0,18.48
469,Clyde River,CA,2022-03-22 16:32:45,70.4692,-68.5914,-12.77,70,20,5.75
470,Ayagoz,KZ,2022-03-22 16:32:45,47.9714,80.4392,23.07,95,100,13.09
471,Kanigoro,ID,2022-03-22 16:32:46,-8.13,112.219,74.75,94,99,4.76
472,Warsaw,PL,2022-03-22 16:30:56,52.2298,21.0118,62.38,32,0,0.0
473,Sabang,ID,2022-03-22 16:32:47,5.8933,95.3214,83.41,72,54,11.16
474,Ajdabiya,LY,2022-03-22 16:32:47,30.7554,20.2263,53.15,53,14,14.94
475,Ballina,AU,2022-03-22 16:32:48,-28.8667,153.5667,65.01,98,2,5.12
476,Black Diamond,US,2022-03-22 16:29:45,47.3087,-122.0032,50.45,89,100,1.01
477,Chatham,GB,2022-03-22 16:32:48,51.3789,0.5279,66.25,38,4,5.99
478,Capaci,IT,2022-03-22 16:32:49,38.1711,13.2393,55.0,47,0,17.27
479,Lakinsk,RU,2022-03-22 16:32:49,56.0193,39.9485,31.28,93,5,5.61
480,Robertsport,LR,2022-03-22 16:32:49,6.7533,-11.3686,80.78,79,100,12.84
481,Natal,BR,2022-03-22 16:29:02,-5.795,-35.2094,88.02,70,75,13.8
482,Krasnoselkup,RU,2022-03-22 16:32:50,65.7,82.4667,-10.71,100,35,5.77
483,Jever,DE,2022-03-22 16:32:50,53.5833,7.9,63.99,45,20,4.61
484,Basco,PH,2022-03-22 16:32:51,20.4487,121.9702,77.2,81,97,14.27
485,Mangrol,IN,2022-03-22 16:32:51,21.1167,70.1167,80.26,43,5,14.74
486,Hovelhof,DE,2022-03-22 16:32:52,51.8167,8.65,63.14,23,0,4.88
487,Goderich,CA,2022-03-22 16:32:52,43.7501,-81.7165,41.92,52,100,14.97
488,Nasice,HR,2022-03-22 16:32:53,45.4886,18.0878,49.42,48,0,3.0
489,Barinas,VE,2022-03-22 16:32:53,8.6226,-70.2075,84.24,48,84,5.75
490,Bella Vista,US,2022-03-22 16:32:54,36.4295,-94.2316,59.27,81,75,20.71
491,Terpinnya,UA,2022-03-22 16:32:54,46.9697,35.4197,40.39,46,0,7.74
492,Woodward,US,2022-03-22 16:32:55,36.4337,-99.3904,40.23,86,100,31.07
493,Tilichiki,RU,2022-03-22 16:32:55,60.4667,166.1,19.78,95,98,7.99
494,Carnot,CF,2022-03-22 16:32:55,4.9409,15.8665,87.53,21,21,2.35
495,Stornoway,GB,2022-03-22 16:32:56,58.2093,-6.3865,57.16,67,0,5.75
496,Praya,CV,2022-03-22 16:32:56,14.9215,-23.5087,75.74,60,40,27.63
497,Baruun-Urt,MN,2022-03-22 16:32:57,46.6806,113.2792,24.42,43,98,4.21
498,Ontario,US,2022-03-22 16:30:17,34.0633,-117.6509,78.53,27,40,23.02
499,Broome,US,2022-03-22 16:32:57,42.2506,-75.833,46.69,33,0,10.36
500,Krasnogvardeyskiy,RU,2022-03-22 16:32:58,57.3793,62.3195,27.91,90,100,11.88
501,Altamont,US,2022-03-22 16:32:58,42.2068,-121.7372,49.78,94,100,1.99
502,Hit,IQ,2022-03-22 16:32:59,33.6416,42.8251,56.07,58,0,11.36
503,Nizwa,OM,2022-03-22 16:32:59,22.9333,57.5333,79.59,17,1,2.71
504,Sungairaya,ID,2022-03-22 16:33:00,0.7,108.9,78.1,76,100,2.04
505,Zhanaozen,KZ,2022-03-22 16:33:00,43.3,52.8,35.96,72,99,19.86
506,Morgan City,US,2022-03-22 16:33:01,29.6994,-91.2068,79.0,88,100,23.02
507,Gboko,NG,2022-03-22 16:34:02,7.3179,8.9951,98.31,25,100,7.11
508,Sambava,MG,2022-03-22 16:34:02,-14.2667,50.1667,78.78,87,93,12.15
509,Richards Bay,ZA,2022-03-22 16:34:03,-28.783,32.0377,73.22,75,5,9.73
510,Jeremie,HT,2022-03-22 16:34:03,18.65,-74.1167,80.51,69,25,6.24
511,Marquette,US,2022-03-22 16:34:04,46.5333,-87.6335,36.34,76,100,10.36
512,Sao Raimundo Nonato,BR,2022-03-22 16:30:15,-9.0153,-42.6994,92.53,37,63,6.93
513,Anori,BR,2022-03-22 16:34:05,-3.7728,-61.6442,82.24,83,88,3.78
514,Nanakuli,US,2022-03-22 16:34:05,21.3906,-158.1547,73.35,78,75,6.91
515,Namibe,AO,2022-03-22 16:34:05,-15.1961,12.1522,75.52,79,43,11.45
516,Betioky,MG,2022-03-22 16:34:06,-23.7167,44.3833,75.92,58,0,5.97
517,Gueugnon,FR,2022-03-22 16:32:35,46.6036,4.0629,62.55,31,0,6.17
518,Plettenberg Bay,ZA,2022-03-22 16:34:07,-34.0527,23.3716,68.52,96,18,9.19
519,Virginia Beach,US,2022-03-22 16:29:27,36.8529,-75.978,72.05,39,75,14.97
520,Saskylakh,RU,2022-03-22 16:34:07,71.9167,114.0833,-6.18,99,100,3.85
521,Belyy Yar,RU,2022-03-22 16:34:08,53.6039,91.3903,33.69,76,0,17.9
522,Maceio,BR,2022-03-22 16:34:08,-9.6658,-35.7353,87.24,62,75,9.22
523,Russell,US,2022-03-22 16:34:09,32.3502,-85.1999,75.11,49,0,14.97
524,Lar,IN,2022-03-22 16:34:09,26.2039,83.9717,80.65,13,1,3.0
525,Itaituba,BR,2022-03-22 16:34:10,-4.2761,-55.9836,89.76,66,20,0.0
526,Dzierzoniow,PL,2022-03-22 16:34:10,50.7282,16.6514,59.95,52,0,5.01
527,Antofagasta,CL,2022-03-22 16:30:07,-23.65,-70.4,73.22,55,10,9.48
528,Ambon,ID,2022-03-22 16:34:11,-3.6954,128.1814,77.14,94,40,3.44
529,Alice Springs,AU,2022-03-22 16:30:13,-23.7,133.8833,71.15,35,14,5.75
530,Bac Lieu,VN,2022-03-22 16:34:12,9.285,105.7244,81.81,76,74,10.4
531,Aketi,CD,2022-03-22 16:34:12,2.7388,23.7833,75.2,85,91,5.12
532,Maniitsoq,GL,2022-03-22 16:34:12,65.4167,-52.9,9.43,89,100,9.53
533,Brookhaven,US,2022-03-22 16:34:13,31.5791,-90.4407,76.66,84,100,17.49
534,Praia Da Vitoria,PT,2022-03-22 16:34:13,38.7333,-27.0667,64.65,72,20,14.72
535,Klaksvik,FO,2022-03-22 16:34:14,62.2266,-6.589,49.12,86,89,20.87
536,Gerede,TR,2022-03-22 16:34:15,40.8008,32.1969,15.08,94,39,2.73
537,The Valley,AI,2022-03-22 16:34:15,18.217,-63.0578,84.06,65,20,14.97
538,Libenge,CD,2022-03-22 16:34:16,3.65,18.6333,81.63,62,99,8.37
539,Charlestown,AU,2022-03-22 16:29:44,-32.95,151.6667,69.73,84,100,5.01
540,Belmonte,BR,2022-03-22 16:34:17,-15.8631,-38.8828,79.68,82,58,8.9
541,Teguise,ES,2022-03-22 16:34:17,29.0605,-13.564,66.42,49,40,16.11
542,Alofi,NU,2022-03-22 16:34:18,-19.0595,-169.9187,75.09,100,100,2.3
543,Samana,DO,2022-03-22 16:30:10,19.2056,-69.3369,82.62,74,20,6.91
544,Jacqueville,CI,2022-03-22 16:34:18,5.2052,-4.4146,81.66,79,75,11.79
545,Dabat,ET,2022-03-22 16:34:19,12.9842,37.765,66.72,26,57,4.61
546,Aitape,PG,2022-03-22 16:34:19,-3.1374,142.3475,80.02,79,100,0.89
547,Springdale,US,2022-03-22 16:33:23,36.1867,-94.1288,58.5,88,75,20.71
548,Sorong,ID,2022-03-22 16:34:20,-0.8833,131.25,79.12,80,100,8.55
549,Palmer,US,2022-03-22 16:34:17,42.1584,-72.3287,50.43,19,20,23.02
550,Lae,PG,2022-03-22 16:34:20,-6.7221,146.9847,76.62,84,100,5.95
551,Ingham,US,2022-03-22 16:34:21,42.6,-84.3833,43.84,66,100,9.22
552,Placido De Castro,BR,2022-03-22 16:34:21,-10.3353,-67.1856,83.61,84,93,0.78
553,Gizo,SB,2022-03-22 16:35:22,-8.103,156.8419,81.77,76,18,4.38
554,Los Llanos De Aridane,ES,2022-03-22 16:33:12,28.6585,-17.9182,64.15,76,75,3.44
555,Nouadhibou,MR,2022-03-22 16:35:23,20.931,-17.0347,73.38,56,0,20.71
556,Mount Gambier,AU,2022-03-22 16:35:04,-37.8333,140.7667,49.91,87,75,4.61
557,Akita,JP,2022-03-22 16:35:23,39.7167,140.1167,33.17,70,2,4.72
558,Ciudad Bolivar,VE,2022-03-22 16:35:24,8.1222,-63.5497,92.57,34,16,7.52
559,Nahrin,AF,2022-03-22 16:35:24,36.0649,69.1334,56.16,63,100,2.57
560,Dehloran,IR,2022-03-22 16:35:25,32.6941,47.2679,70.74,32,86,3.22
561,Saint-Georges,GD,2022-03-22 16:31:04,12.0564,-61.7485,83.88,65,20,23.02
562,Colwyn Bay,GB,2022-03-22 16:35:26,53.2948,-3.7267,66.06,75,73,9.24
563,Severnoye,RU,2022-03-22 16:35:27,56.3491,78.3619,18.73,96,91,8.66
564,Awjilah,LY,2022-03-22 16:35:27,29.1081,21.2869,58.1,34,46,12.55
565,Tongren,CN,2022-03-22 16:35:28,27.7172,109.1853,44.53,94,66,3.0
566,Rocha,UY,2022-03-22 16:35:28,-34.4833,-54.3333,69.33,79,100,12.24
567,Okoneshnikovo,RU,2022-03-22 16:35:29,54.8377,75.0834,18.72,97,100,8.19
568,De-Kastri,RU,2022-03-22 16:35:30,51.4667,140.7833,11.46,94,22,5.46
569,Esso,RU,2022-03-22 16:35:30,55.9333,158.7,0.28,97,100,4.85
570,Mingyue,CN,2022-03-22 16:35:30,43.1069,128.9217,27.37,78,100,1.23
571,Yeppoon,AU,2022-03-22 16:35:31,-23.1333,150.7333,69.58,76,0,5.3
572,Prince Rupert,CA,2022-03-22 16:35:31,54.3161,-130.3201,46.49,93,100,29.93
573,Hanyang,CN,2022-03-22 16:35:32,32.1371,105.5126,48.6,84,100,2.64
574,Mwinilunga,ZM,2022-03-22 16:35:32,-11.7358,24.4293,62.92,97,90,2.84
575,Oktyabrskoye,RU,2022-03-22 16:35:32,43.0645,44.7417,30.34,74,100,6.71
